Ticket_ID,Passenger_Name,Train_No,Route_Name,Departure_Station,Arrival_Station,Journey_Date,Booking_Date,Train_Class,Distance_km,Fare_Rs,Delay_Minutes,Payment_Method,Booking_Source,Age,Gender
aae2dc24-8ab7-45e4-8752-677d7bab5e43,Amani Dora,TR8599,Ahmedabad-Jaipur,Jaipur,Chennai,2025-04-27,2025-04-23,AC 3 Tier,424.6,1141.21,60,Net Banking,IRCTC Website,48,Male
3137f9cd-18ed-44b6-82c0-31e8073efee6,Uthkarsh Sabharwal,TR8124,Delhi-Mumbai,Mumbai,Lucknow,2025-02-28,2025-02-27,Second Sitting,232.9,1952.83,90,Debit Card,IRCTC Website,47,Female
b4c072b7-8b62-470b-bdec-8a3ebd5e9585,Keya Bhasin,TR7590,Kolkata-Chennai,Patna,Lucknow,2025-01-04,2024-11-04,AC 2 Tier,1520.6,119.96,120,Cash,Railway Counter,19,Other
b70f26e6-9dcb-4875-a003-bd0a0cfe3bfc,Ivana Chakraborty,TR1788,Ahmedabad-Jaipur,Kolkata,Bangalore,2025-05-01,2025-03-06,AC First Class,904.1,2038.34,30,Cash,IRCTC Website,36,Other
416b9af6-95dd-4092-bcd0-c2931d72975a,Ryan Joshi,TR5040,Lucknow-Patna,Patna,Lucknow,2025-01-02,2024-12-28,Second Sitting,1913.8,1032.52,15,Net Banking,Travel Agent,19,Female
63949619-36bc-4e1d-8cf5-129981656524,Jayesh Krishnamurthy,TR6664,Ahmedabad-Jaipur,Chennai,Kolkata,2025-05-13,2025-03-28,Second Sitting,1518.7,2174.08,5,Net Banking,IRCTC Website,64,Female
ffb17753-5cc5-44b5-9d4f-50423b518dc6,Taimur Bhasin,TR7087,Kolkata-Chennai,Patna,Mumbai,2025-03-31,2025-02-10,AC First Class,1720.5,1675.18,60,UPI,Travel Agent,42,Other
cc58d708-e236-41ed-817b-1cb4a691c03a,Vritika Subramanian,TR1695,Delhi-Mumbai,Delhi,Kolkata,2025-02-18,2024-11-08,Sleeper,117.1,435.4,15,Net Banking,Travel Agent,19,Male
dcba8e9d-bfe2-485b-90cf-28bc0c3a323e,Ishaan Deshmukh,TR9225,Ahmedabad-Jaipur,Kolkata,Bangalore,2025-03-21,2024-12-24,AC 3 Tier,1992.3,2370.75,45,Credit Card,Mobile App,41,Other
ab36f0bc-7068-4c73-b704-b89949b912e0,Tiya Rana,TR9052,Hyderabad-Bangalore,Mumbai,Bangalore,2025-05-07,2025-02-02,Sleeper,1961.5,1463.14,120,Credit Card,Railway Counter,40,Female
dd1aac6f-8d35-4ada-831a-aee84fbf701e,Ehsaan Rao,TR5852,Delhi-Mumbai,Jaipur,Mumbai,2024-12-01,2024-11-14,AC 2 Tier,1924.6,1748.12,15,Debit Card,Railway Counter,12,Female
50d29a1c-c9ce-4171-a784-14dbffde1c17,Pranay Master,TR9539,Kolkata-Chennai,Lucknow,Kolkata,2025-03-02,2024-12-25,Sleeper,1361.8,780.15,45,Credit Card,Travel Agent,12,Male
753215d6-ca17-4366-be40-28391bd9460b,Samarth Manda,TR6965,Lucknow-Patna,Jaipur,Lucknow,2025-05-22,2025-03-10,AC First Class,541.4,2001.81,15,Net Banking,Railway Counter,27,Male
4522fa42-d7c3-4cc1-a3e2-53684b96b104,Khushi Sachdeva,TR8006,Ahmedabad-Jaipur,Bangalore,Lucknow,2025-05-14,2024-12-10,AC First Class,1057.4,2152.25,60,Net Banking,Mobile App,33,Female
65c42577-7203-4004-93ec-e638741372c1,Amira Dass,TR3900,Lucknow-Patna,Jaipur,Delhi,2025-02-19,2025-02-01,AC First Class,1239.5,1411.77,10,Net Banking,Railway Counter,55,Male
36da074c-311e-454b-a4ce-57505c8d4c4a,Amani Tailor,TR8881,Ahmedabad-Jaipur,Bangalore,Mumbai,2025-01-14,2024-12-31,Sleeper,126.4,189.01,60,Net Banking,Mobile App,70,Other
e9e639c4-0c28-43a2-8f84-973bacb5380d,Damini Sule,TR6241,Lucknow-Patna,Chennai,Mumbai,2025-03-22,2025-01-28,Second Sitting,636.9,2452.66,10,UPI,Railway Counter,19,Other
c1584e81-9563-4e1c-9e15-f6b82c5d2a70,Veer Vig,TR1931,Lucknow-Patna,Patna,Delhi,2025-01-18,2025-01-15,AC First Class,1447.1,2283.54,45,UPI,IRCTC Website,50,Other
7c15c2b4-561c-45bf-b9dc-66b95361844d,Vivaan Manda,TR4513,Delhi-Mumbai,Jaipur,Delhi,2025-02-15,2024-11-13,AC 3 Tier,574.0,2146.2,0,UPI,Railway Counter,55,Female
31da5e55-ab18-487b-95b2-46d0be6b96ad,Ritvik Dugar,TR7636,Delhi-Mumbai,Patna,Lucknow,2025-03-14,2024-12-22,AC 2 Tier,621.4,282.24,0,UPI,IRCTC Website,53,Other
5b49360f-ed4c-47f5-8404-74c7c9b90a05,Romil Viswanathan,TR9501,Kolkata-Chennai,Mumbai,Kolkata,2025-04-10,2025-04-06,Sleeper,1944.5,1407.22,15,Net Banking,Mobile App,64,Other
60985293-9b09-40ce-bcc0-48819364cfd5,Miraya Sane,TR4680,Ahmedabad-Jaipur,Delhi,Kolkata,2025-05-24,2025-04-22,AC 2 Tier,1058.2,940.6,5,UPI,IRCTC Website,15,Female
2028964d-95df-4f56-896c-84d999b726b3,Dhanuk Bava,TR2508,Hyderabad-Bangalore,Delhi,Chennai,2025-05-15,2024-11-15,Sleeper,1560.2,2216.92,0,UPI,Travel Agent,62,Male
50255b2a-15b7-4642-a5d3-6a00749b2db3,Prerak Choudhury,TR5638,Kolkata-Chennai,Patna,Chennai,2025-01-03,2024-11-13,AC 2 Tier,570.2,495.74,10,UPI,Travel Agent,70,Male
1016eef7-148a-41f6-a2c3-1aa61723949c,Mahika Kanda,TR3131,Delhi-Mumbai,Kolkata,Lucknow,2024-12-11,2024-11-14,Second Sitting,1426.7,675.61,5,Credit Card,Mobile App,10,Male
da7ac00e-b3d4-4d4d-a24a-340a23143605,Mahika Cherian,TR2016,Delhi-Mumbai,Mumbai,Lucknow,2025-03-28,2025-01-01,Sleeper,1488.7,397.45,5,Cash,Mobile App,60,Male
1844d03d-525e-449d-a9cd-18d4f6c7c7ec,Neelofar Gupta,TR9853,Delhi-Mumbai,Kolkata,Bangalore,2024-12-20,2024-12-16,AC First Class,738.4,127.4,15,UPI,Railway Counter,24,Other
83dc7a67-fd65-4aff-993a-80284b07ae35,Vritika Saini,TR2259,Kolkata-Chennai,Mumbai,Jaipur,2025-05-11,2025-03-24,Sleeper,977.5,1562.51,5,Cash,Travel Agent,65,Other
8d7f7e0a-2513-45a6-91b2-4b274a6a558d,Aayush Devi,TR1398,Hyderabad-Bangalore,Kolkata,Mumbai,2025-05-05,2025-03-15,Sleeper,1720.8,2040.23,60,UPI,Travel Agent,61,Male
58b52ebe-bbb2-474d-a660-2ebc413ebf35,Pranay Sagar,TR7997,Lucknow-Patna,Lucknow,Jaipur,2025-02-10,2024-11-02,Second Sitting,1802.2,1532.47,10,Cash,Mobile App,64,Male
214a3828-f9e3-4090-925d-50382427d10a,Faiyaz Datta,TR2116,Hyderabad-Bangalore,Chennai,Bangalore,2025-03-31,2025-03-15,AC 2 Tier,540.5,2174.28,15,Credit Card,Travel Agent,54,Male
7597da4c-9821-4bb6-802c-fdfc6ee61175,Parinaaz Varghese,TR6465,Delhi-Mumbai,Patna,Jaipur,2025-01-15,2025-01-15,AC First Class,379.9,2417.09,0,Credit Card,Travel Agent,25,Male
8fc1942f-c5bf-42a7-8fa6-c799079b033b,Anay Das,TR3931,Ahmedabad-Jaipur,Delhi,Patna,2025-03-31,2025-03-20,AC 3 Tier,500.0,2369.02,0,UPI,Mobile App,31,Female
0bf15e30-3c18-4684-9ce2-9b52668a56b4,Darshit Boase,TR5485,Ahmedabad-Jaipur,Chennai,Bangalore,2025-01-03,2024-11-05,Sleeper,1595.4,1896.13,5,Cash,Travel Agent,57,Other
96cd2bd9-d789-4bb7-8987-9f8e7449524a,Navya Sarin,TR7044,Kolkata-Chennai,Kolkata,Mumbai,2025-05-03,2024-11-10,AC 3 Tier,625.8,210.27,90,Debit Card,Railway Counter,34,Male
8de6ae8e-f319-40c9-b475-7c5f64ee3c0a,Renee Vig,TR3132,Ahmedabad-Jaipur,Bangalore,Kolkata,2025-03-07,2025-01-23,Sleeper,1210.1,2139.79,15,Net Banking,IRCTC Website,61,Female
c17b19ac-11a3-4861-9321-6f86858d8f07,Sana Chaudhuri,TR4332,Delhi-Mumbai,Mumbai,Lucknow,2025-05-08,2025-01-19,AC 3 Tier,1961.6,1882.77,30,Net Banking,Travel Agent,14,Other
2872722e-8c7b-46dd-ac60-7299e5931b49,Hunar Lal,TR7241,Hyderabad-Bangalore,Kolkata,Chennai,2025-04-23,2025-02-14,AC First Class,907.3,444.45,0,Cash,Railway Counter,13,Male
088d82a5-0100-45b2-97f6-4efead775c3f,Azad Lad,TR7555,Lucknow-Patna,Jaipur,Bangalore,2025-02-04,2025-01-22,Sleeper,1014.9,2465.14,90,Net Banking,Railway Counter,29,Female
5d3eff96-ee77-470d-934f-6781f317a6f9,Urvi Kanda,TR4333,Lucknow-Patna,Kolkata,Lucknow,2025-04-22,2025-01-05,AC First Class,1409.2,1516.7,5,Cash,Railway Counter,30,Female
df4a5f64-e6dc-4b5f-be87-b1dc0911c035,Tejas Varkey,TR4688,Delhi-Mumbai,Chennai,Lucknow,2025-05-16,2025-01-28,AC First Class,803.7,1896.19,0,Net Banking,IRCTC Website,37,Other
dc1db2b4-1066-4a18-9b8f-5d3a711c015f,Dhanuk Barad,TR3048,Hyderabad-Bangalore,Chennai,Patna,2024-12-26,2024-11-16,AC 3 Tier,1995.8,309.03,30,Net Banking,IRCTC Website,72,Female
33184ea2-7ad0-4162-a138-93d5cea5ca8e,Sahil Rajagopalan,TR4226,Kolkata-Chennai,Jaipur,Chennai,2025-05-01,2025-02-27,AC 3 Tier,1795.7,2165.63,60,UPI,Mobile App,21,Female
8ba03bd5-41c9-4b38-b040-231663c19761,Prisha Chandran,TR2962,Hyderabad-Bangalore,Patna,Bangalore,2025-05-02,2024-12-06,AC 3 Tier,1703.3,1548.68,5,Cash,Railway Counter,10,Female
4f1aba25-4cf3-4cc4-9bb2-012e900b29b1,Aarush Chokshi,TR6037,Delhi-Mumbai,Jaipur,Bangalore,2025-01-29,2024-12-30,Sleeper,1426.6,2356.48,5,Credit Card,Mobile App,66,Female
98c77748-6566-401c-a207-c397802c0fe2,Indrans Balan,TR7596,Hyderabad-Bangalore,Delhi,Mumbai,2024-12-18,2024-12-02,Second Sitting,633.3,743.6,0,Credit Card,Travel Agent,70,Female
ddeba77e-96e0-45e9-a1a4-f2162227cfbf,Vardaniya Tailor,TR8769,Ahmedabad-Jaipur,Bangalore,Chennai,2024-12-08,2024-11-04,AC First Class,1296.6,1012.27,45,Credit Card,Travel Agent,15,Male
7afa798f-cfca-4849-87d4-1dfc6809c41a,Amira Sankar,TR1594,Ahmedabad-Jaipur,Kolkata,Mumbai,2025-03-27,2025-02-14,AC 3 Tier,795.5,994.72,60,UPI,IRCTC Website,54,Female
c5834a98-6c92-4feb-b87b-82e9abb78afd,Rhea Doshi,TR2998,Delhi-Mumbai,Kolkata,Lucknow,2025-05-23,2025-04-29,AC First Class,1729.6,1776.25,0,Cash,Railway Counter,20,Other
94ca11a1-077a-4a67-8842-cde048b8604d,Advik Mangal,TR7746,Ahmedabad-Jaipur,Chennai,Mumbai,2025-05-04,2025-04-10,AC 3 Tier,887.7,727.58,30,Cash,IRCTC Website,50,Other
3c313222-f990-46e9-852b-61497e6eb83e,Taran Hayer,TR4487,Hyderabad-Bangalore,Chennai,Jaipur,2025-04-24,2024-12-12,Second Sitting,528.0,448.45,0,Net Banking,Railway Counter,23,Female
2c4366fb-2709-4b06-ad41-a2c09f64b232,Nakul Hayre,TR5492,Lucknow-Patna,Delhi,Lucknow,2025-01-29,2024-11-12,AC 2 Tier,1275.6,586.13,90,Debit Card,IRCTC Website,47,Female
7296c337-89bd-4f96-9d7d-c02f720d6622,Miraan Shenoy,TR7463,Kolkata-Chennai,Kolkata,Bangalore,2025-05-07,2024-12-20,AC First Class,700.1,461.14,45,Debit Card,Travel Agent,24,Female
92c4f027-7ba9-40b1-9598-0c9143ff92e9,Pranay Guha,TR8515,Ahmedabad-Jaipur,Patna,Jaipur,2025-05-23,2025-04-18,Sleeper,396.5,561.69,15,UPI,Mobile App,32,Other
a77c7d15-f895-4766-9e6a-d7d4e293a4fd,Divij Krishnan,TR7453,Lucknow-Patna,Bangalore,Mumbai,2025-04-10,2024-12-10,AC 3 Tier,305.7,1010.93,15,Credit Card,Mobile App,36,Female
3b6f3d23-b1d7-4ce7-8f25-ab62ee0412e6,Rania Sani,TR4516,Hyderabad-Bangalore,Bangalore,Kolkata,2025-01-15,2024-11-03,Second Sitting,868.8,2473.92,10,Net Banking,Railway Counter,28,Male
60921e88-9f23-41e5-814c-4623558cc7e1,Indranil Wason,TR1275,Delhi-Mumbai,Mumbai,Bangalore,2025-05-06,2025-04-04,Second Sitting,1227.7,1003.23,0,Debit Card,IRCTC Website,52,Female
ae9202f6-f335-4d5d-8960-ebbcf894e5e5,Elakshi Rao,TR5641,Hyderabad-Bangalore,Jaipur,Lucknow,2025-03-14,2025-01-30,AC 3 Tier,885.2,1282.51,90,Credit Card,Mobile App,58,Female
cc54c513-8200-4922-b690-f1e8e63c5401,Navya Dalal,TR8890,Kolkata-Chennai,Jaipur,Kolkata,2025-02-13,2024-11-28,AC 2 Tier,302.2,2189.26,0,Debit Card,IRCTC Website,11,Other
44cef0c9-4834-4d42-831c-788e25b539ad,Romil Dada,TR1417,Delhi-Mumbai,Lucknow,Patna,2025-01-25,2024-11-04,AC First Class,1431.4,1354.85,60,Cash,Travel Agent,21,Other
6977674d-edbe-4ffc-887c-4e384313fc4a,Ela Ravel,TR6959,Kolkata-Chennai,Kolkata,Mumbai,2025-04-20,2024-11-10,AC 2 Tier,989.3,2174.25,45,UPI,Mobile App,74,Female
8f1a63e6-c59e-49fc-997c-a4de620b049d,Nayantara Agrawal,TR8245,Hyderabad-Bangalore,Chennai,Jaipur,2025-03-30,2024-11-24,Sleeper,1915.5,168.32,45,Cash,Mobile App,12,Other
84ecb04b-9d77-4748-bf3c-c83a8f8281bf,Jayant Hora,TR9780,Hyderabad-Bangalore,Mumbai,Lucknow,2025-03-24,2025-01-08,AC 3 Tier,677.1,854.94,0,Net Banking,Mobile App,50,Other
deca23c7-2ff7-4862-94fb-7b267566e4a4,Ahana  Kumar,TR5407,Delhi-Mumbai,Lucknow,Jaipur,2025-05-22,2025-03-13,Sleeper,1985.3,1393.2,60,UPI,Mobile App,48,Other
95e77598-0260-497c-929b-af3a4de3d608,Bhamini Zacharia,TR6359,Kolkata-Chennai,Patna,Bangalore,2025-04-29,2025-03-03,Second Sitting,103.3,635.67,10,Debit Card,Travel Agent,53,Other
bbd1dffa-bab6-4a33-a0e6-0afd6c659944,Tiya Goel,TR4622,Hyderabad-Bangalore,Mumbai,Lucknow,2025-04-25,2025-03-24,AC First Class,974.9,1027.59,120,Credit Card,Mobile App,61,Other
d2fef555-d6c5-4d66-99f1-c570b2450c07,Aayush Kapoor,TR6252,Delhi-Mumbai,Jaipur,Patna,2025-05-11,2025-01-12,AC First Class,783.0,1472.01,0,Debit Card,Travel Agent,66,Female
c70632c2-1687-494d-9ddd-965e8680cbab,Seher Singhal,TR7328,Hyderabad-Bangalore,Lucknow,Mumbai,2025-02-19,2024-11-21,AC 3 Tier,574.1,2403.11,90,UPI,Travel Agent,61,Female
8d9a840d-7d26-4318-b4b2-d91347f53f92,Kashvi Ramaswamy,TR3885,Hyderabad-Bangalore,Chennai,Bangalore,2025-03-24,2025-01-28,Second Sitting,1988.4,683.37,5,Debit Card,Railway Counter,27,Other
4a26dbfd-8a46-4fa2-92b7-00ec17b0313b,Parinaaz Chakrabarti,TR7180,Lucknow-Patna,Patna,Lucknow,2024-12-21,2024-11-05,AC 3 Tier,1699.0,2371.28,30,Credit Card,Mobile App,65,Male
9ae85f38-81de-4190-970f-1f8630e0092e,Vihaan Bal,TR8361,Lucknow-Patna,Delhi,Jaipur,2025-02-12,2024-12-25,Second Sitting,941.9,663.28,5,UPI,Travel Agent,34,Male
54088cc4-98bd-4d49-9e90-7a62cce6083d,Heer Kakar,TR6153,Ahmedabad-Jaipur,Mumbai,Kolkata,2025-05-27,2025-03-24,Second Sitting,974.0,1492.5,45,Credit Card,Mobile App,49,Other
a9d8d752-eb3b-42b2-bc05-636597903b4f,Shaan Gandhi,TR1205,Ahmedabad-Jaipur,Kolkata,Bangalore,2025-03-26,2025-02-15,AC 2 Tier,1559.6,2040.68,90,UPI,IRCTC Website,70,Female
e7e4e9c9-41cc-4e71-b381-8ef462f112ee,Reyansh Gade,TR2710,Lucknow-Patna,Mumbai,Jaipur,2025-02-28,2024-12-29,AC 2 Tier,1315.2,2391.09,5,Net Banking,Travel Agent,61,Other
90444dd7-b69d-4e32-b7f9-f277b0e78de4,Anay Bala,TR1008,Hyderabad-Bangalore,Jaipur,Mumbai,2025-03-26,2025-02-11,AC 2 Tier,1758.6,2457.15,60,Cash,Railway Counter,56,Female
0ebae41f-f150-47fa-b281-8870397be841,Drishya Manne,TR1350,Delhi-Mumbai,Mumbai,Chennai,2025-05-31,2024-11-20,Sleeper,1735.4,1168.86,45,Cash,Travel Agent,61,Female
61145759-ecaa-438a-90a2-79421b6f7140,Mohanlal Rau,TR6766,Kolkata-Chennai,Chennai,Lucknow,2025-04-12,2024-12-23,Sleeper,626.7,1179.85,120,Cash,Railway Counter,49,Other
84b32e8d-703d-4185-9b30-f962f6bab4ec,Divit Chhabra,TR9427,Delhi-Mumbai,Patna,Bangalore,2025-05-14,2025-04-21,Second Sitting,1463.5,1787.37,45,Net Banking,IRCTC Website,17,Male
dd33cfaa-1068-40b5-aa90-e3ee694e10aa,Abram Gole,TR8512,Hyderabad-Bangalore,Kolkata,Delhi,2025-04-21,2024-12-04,AC First Class,869.9,1982.84,60,Debit Card,IRCTC Website,20,Female
f7662972-6e44-4dc7-899a-515bc771e763,Kimaya Bains,TR7682,Hyderabad-Bangalore,Bangalore,Chennai,2024-12-15,2024-11-30,AC First Class,890.0,1519.63,90,Cash,IRCTC Website,45,Other
5e731136-0177-4884-97cb-ef68eebe5293,Hunar Sankaran,TR9541,Lucknow-Patna,Kolkata,Mumbai,2025-04-18,2025-04-18,AC 3 Tier,1288.8,1264.24,120,UPI,Railway Counter,45,Female
255d7437-6c94-4a08-887f-0ba7ef0c01d0,Neelofar Vyas,TR2198,Lucknow-Patna,Chennai,Lucknow,2025-01-30,2025-01-20,Second Sitting,1684.6,1787.89,120,Debit Card,IRCTC Website,23,Female
4e7c0fc5-f4aa-4f62-86c6-7c0fba69e249,Riya Chakraborty,TR8774,Ahmedabad-Jaipur,Delhi,Jaipur,2025-02-07,2024-12-30,Second Sitting,964.4,2395.02,5,Credit Card,IRCTC Website,23,Female
de993ef4-09cd-41b3-bede-6c1b689f4a4b,Kanav Srinivas,TR6229,Kolkata-Chennai,Kolkata,Chennai,2025-05-22,2025-03-29,Sleeper,570.6,752.53,30,Debit Card,Railway Counter,40,Male
c2783b97-15da-42c1-811e-7ef88f1d87bf,Reyansh Rajan,TR3573,Lucknow-Patna,Lucknow,Jaipur,2025-03-11,2025-01-25,AC 2 Tier,1443.7,1539.96,0,Debit Card,Travel Agent,61,Male
a7b890e4-ccb5-436d-bdf1-c47949e32812,Lavanya Barad,TR6047,Hyderabad-Bangalore,Jaipur,Patna,2025-03-10,2025-03-04,Second Sitting,1982.4,1017.8,10,Net Banking,Travel Agent,56,Female
87798211-1837-46cb-b5ac-ff258c60b395,Rania Grewal,TR2961,Lucknow-Patna,Kolkata,Bangalore,2025-04-26,2024-12-08,AC First Class,656.5,1231.37,5,Net Banking,IRCTC Website,21,Female
df16e5b3-7752-4bd0-9cbb-d79124423dcf,Mannat Chahal,TR4571,Lucknow-Patna,Mumbai,Jaipur,2025-04-26,2024-12-26,Second Sitting,466.3,2224.55,90,Cash,Railway Counter,44,Other
c2cee842-8790-4ae3-b6a8-42257a6bc01f,Tushar Savant,TR1380,Delhi-Mumbai,Bangalore,Chennai,2025-03-25,2025-02-16,Second Sitting,1985.4,109.16,45,Cash,IRCTC Website,26,Other
209c0a6d-0ff1-4e0d-8888-4fa2d344e9c0,Darshit Karpe,TR1033,Lucknow-Patna,Jaipur,Bangalore,2025-04-19,2025-02-21,Sleeper,386.2,2242.24,60,Net Banking,Travel Agent,16,Female
f2b49569-c16a-4a33-ac03-891148da9818,Dharmajan Bera,TR9162,Hyderabad-Bangalore,Delhi,Kolkata,2025-01-02,2024-12-19,Second Sitting,915.2,2280.28,120,UPI,IRCTC Website,35,Other
5ff24ab5-c3ea-4ded-ac06-8fe1121fc96c,Eshani Kalita,TR6916,Lucknow-Patna,Patna,Delhi,2025-04-04,2025-03-25,Sleeper,1238.2,1516.17,0,Cash,Mobile App,27,Female
b65dd126-6bc8-4e3f-aefe-f68c7744f29c,Ivana Rout,TR8691,Delhi-Mumbai,Chennai,Mumbai,2024-12-13,2024-12-04,Sleeper,107.7,1389.95,30,Debit Card,IRCTC Website,71,Female
bc6c3a3c-4eff-4d4f-a374-c3d8774544cc,Dhruv Venkatesh,TR7062,Kolkata-Chennai,Jaipur,Lucknow,2025-05-18,2025-04-07,Second Sitting,1225.5,796.63,5,Credit Card,Mobile App,23,Other
4afee119-ff75-4d75-ab17-4d15c6c4c891,Heer Sarma,TR4630,Ahmedabad-Jaipur,Kolkata,Patna,2025-05-19,2024-11-13,AC 2 Tier,1464.9,805.41,120,UPI,Travel Agent,48,Other
0a4e7f99-1bd4-4439-8cac-4ceedb3cf8e1,Advika Gokhale,TR6936,Ahmedabad-Jaipur,Bangalore,Mumbai,2025-05-30,2024-12-27,AC 3 Tier,705.0,555.44,60,Cash,IRCTC Website,22,Male
1dfc9749-6a7a-4664-8177-9b81ece67be3,Anaya Chowdhury,TR4341,Lucknow-Patna,Patna,Lucknow,2025-03-12,2024-12-24,Second Sitting,1608.1,186.31,90,Credit Card,Railway Counter,73,Female
4c866862-b5a0-4b74-9609-c21b5d7e8b5b,Dharmajan Sandhu,TR2202,Hyderabad-Bangalore,Kolkata,Lucknow,2025-01-13,2024-11-08,AC 2 Tier,1092.4,1504.35,15,Credit Card,IRCTC Website,53,Other
